tweet,tweet_cleaning,tweet_casefolding,normalisasi,tokenize,stopword removal,steming_data
"Aku kasih makan bergizi gratis 3x sehari, makanya cepet gede. Buntutnya mirip kemoceng!!!",Aku kasih makan bergizi gratis 3x sehari makanya cepet gede Buntutnya mirip kemoceng,kasih makan gizi gratis 3x hari cepet gede buntut kemoceng,kasih makan gizi gratis 3x hari cepat gede buntut kemoceng,"['kasih', 'makan', 'gizi', 'gratis', '3x', 'hari', 'cepat', 'gede', 'buntut', 'kemoceng']","['kasih', 'makan', 'gizi', 'gratis', '3x', 'cepat', 'gede', 'buntut', 'kemoceng']",kasih makan gizi gratis 3x cepat gede buntut kemoceng
"Ikut bangga lihat anak-anak menikmati setiap suapan Makan Bergizi Gratis, masa depan cerah menanti",Ikut bangga lihat anakanak menikmati setiap suapan Makan Bergizi Gratis masa depan cerah menanti,bangga lihat anakanak nikmat suap makan gizi gratis cerah,bangga lihat anakanak nikmat suap makan gizi gratis cerah,"['bangga', 'lihat', 'anakanak', 'nikmat', 'suap', 'makan', 'gizi', 'gratis', 'cerah']","['bangga', 'lihat', 'anakanak', 'nikmat', 'suap', 'makan', 'gizi', 'gratis', 'cerah']",bangga lihat anakanak nikmat suap makan gizi gratis cerah
"MBG
Makan Bergizi Gratis  X
Melancong Belanja Giantseawall ✓",MBG Makan Bergizi Gratis X Melancong Belanja Giantseawall,mbg makan gizi gratis x lancong belanja giantseawall,mbak makan gizi gratis kali lancong belanja giantseawall,"['mbak', 'makan', 'gizi', 'gratis', 'kali', 'lancong', 'belanja', 'giantseawall']","['mbak', 'makan', 'gizi', 'gratis', 'kali', 'lancong', 'belanja', 'giantseawall']",mbak makan gizi gratis kali lancong belanja giantseawall
"Makanan Bergizi Gratis ❌
Makan Burger Gratis ✅

Ya Allah, kapan program ini ada perbaikan yang jelas?
Kemarin tray makanannya materialnya mengandung zat haram, trus kasus makanan tidak layak konsumsi selalu bertambah. Ada pula menunya kayak gini 😭",Makanan Bergizi Gratis Makan Burger Gratis Ya Allah kapan program ini ada perbaikan yang jelas Kemarin tray makanannya materialnya mengandung zat haram trus kasus makanan tidak layak konsumsi selalu bertambah Ada pula menunya kayak gini,makan gizi gratis makan burger gratis ya allah program baik kemarin tray makan material kandung zat haram trus makan layak konsumsi tambah menu kayak gin,makan gizi gratis makan burger gratis ya allah program baik kemarin tray makan material kandung zat haram terus makan layak konsumsi tambah menu kayak gin,"['makan', 'gizi', 'gratis', 'makan', 'burger', 'gratis', 'ya', 'allah', 'program', 'baik', 'kemarin', 'tray', 'makan', 'material', 'kandung', 'zat', 'haram', 'terus', 'makan', 'layak', 'konsumsi', 'tambah', 'menu', 'kayak', 'gin']","['makan', 'gizi', 'gratis', 'makan', 'burger', 'gratis', 'ya', 'allah', 'program', 'kemarin', 'tray', 'makan', 'material', 'kandung', 'zat', 'haram', 'makan', 'layak', 'konsumsi', 'menu', 'kayak', 'gin']",makan gizi gratis makan burger gratis ya allah program kemarin tray makan material kandung zat haram makan layak konsumsi menu kayak gin
"Well done Presiden Prabowo dan BPOM, makan bergizi gratis makin luas jangkauannya",Well done Presiden Prabowo dan BPOM makan bergizi gratis makin luas jangkauannya,well done presiden prabowo bpom makan gizi gratis luas jangkau,well done presiden prabowo bpom makan gizi gratis luas jangkau,"['well', 'done', 'presiden', 'prabowo', 'bpom', 'makan', 'gizi', 'gratis', 'luas', 'jangkau']","['well', 'done', 'presiden', 'prabowo', 'bpom', 'makan', 'gizi', 'gratis', 'luas', 'jangkau']",well done presiden prabowo bpom makan gizi gratis luas jangkau
"📍 Gunungkidul Empat siswa MTs Negeri Wonosari dilarikan ke RSUD usai diduga keracunan Makan Siang Gratis (MSG) Bergizi pada Rabu (3/9/2025). Mereka mengalami gejala mual, pusing, hingga muntah setelah menyantap hidangan tersebut. Beruntung, setelah mendapat perawatan medis, keempatnya diperbolehkan pulang dan kini kondisi sudah membaik. Pihak sekolah dan Dinas Kesehatan Gunungkidul telah mengambil sampel makanan untuk diuji laboratorium untuk memastikan penyebab kejadian ini. 

(Fokusgunungkidul)",Gunungkidul Empat siswa MTs Negeri Wonosari dilarikan ke RSUD usai diduga keracunan Makan Siang Gratis MSG Bergizi pada Rabu 392025 Mereka mengalami gejala mual pusing hingga muntah setelah menyantap hidangan tersebut Beruntung setelah mendapat perawatan medis keempatnya diperbolehkan pulang dan kini kondisi sudah membaik Pihak sekolah dan Dinas Kesehatan Gunungkidul telah mengambil sampel makanan untuk diuji laboratorium untuk memastikan penyebab kejadian ini Fokusgunungkidul,gunungkidul siswa mts negeri wonosari lari rsud duga racun makan siang gratis msg gizi rabu 392025 alami gejala mual pusing muntah santap hidang untung awat medis empat boleh pulang kondisi baik sekolah dinas sehat gunungkidul ambil sampel makan uji laboratorium sebab jadi fokusgunungkidul,gunungkidul siswa mts negeri wonosari lari rsud duga racun makan siang gratis msg gizi rabu 392025 alami gejala mual pusing muntah santap hidang untung awat medis empat boleh pulang kondisi baik sekolah dinas sehat gunungkidul ambil sampel makan uji laboratorium sebab jadi fokusgunungkidul,"['gunungkidul', 'siswa', 'mts', 'negeri', 'wonosari', 'lari', 'rsud', 'duga', 'racun', 'makan', 'siang', 'gratis', 'msg', 'gizi', 'rabu', '392025', 'alami', 'gejala', 'mual', 'pusing', 'muntah', 'santap', 'hidang', 'untung', 'awat', 'medis', 'empat', 'boleh', 'pulang', 'kondisi', 'baik', 'sekolah', 'dinas', 'sehat', 'gunungkidul', 'ambil', 'sampel', 'makan', 'uji', 'laboratorium', 'sebab', 'jadi', 'fokusgunungkidul']","['gunungkidul', 'siswa', 'mts', 'negeri', 'wonosari', 'lari', 'rsud', 'duga', 'racun', 'makan', 'siang', 'gratis', 'msg', 'gizi', 'rabu', '392025', 'alami', 'gejala', 'mual', 'pusing', 'muntah', 'santap', 'hidang', 'untung', 'awat', 'medis', 'pulang', 'kondisi', 'sekolah', 'dinas', 'sehat', 'gunungkidul', 'ambil', 'sampel', 'makan', 'uji', 'laboratorium', 'fokusgunungkidul']",gunungkidul siswa mts negeri wonosari lari rsud duga racun makan siang gratis msg gizi rabu 392025 alami gejala mual pusing muntah santap hidang untung awat medis pulang kondisi sekolah dinas sehat gunungkidul ambil sampel makan uji laboratorium fokusgunungkidul
"Program MBG memberikan asupan gizi yang baik sehingga kualitas kecerdasan anak Papua meningkat.
#MakanBergiziGratis #MakanBergiziGratisBantuUMKM #MBGPapua",Program MBG memberikan asupan gizi yang baik sehingga kualitas kecerdasan anak Papua meningkat MakanBergiziGratis MakanBergiziGratisBantuUMKM MBGPapua,program mbg asupan gizi kualitas cerdas anak papua tingkat makanbergizigratis makanbergizigratisbantuumkm mbgpapua,program mbak asupan gizi kualitas cerdas anak papua tingkat makanbergizigratis makanbergizigratisbantuumkm mbgpapua,"['program', 'mbak', 'asupan', 'gizi', 'kualitas', 'cerdas', 'anak', 'papua', 'tingkat', 'makanbergizigratis', 'makanbergizigratisbantuumkm', 'mbgpapua']","['program', 'mbak', 'asupan', 'gizi', 'kualitas', 'cerdas', 'anak', 'papua', 'tingkat', 'makanbergizigratis', 'makanbergizigratisbantuumkm', 'mbgpapua']",program mbak asupan gizi kualitas cerdas anak papua tingkat makanbergizigratis makanbergizigratisbantuumkm mbgpapua
Mari kita dukung dan sukses program MBG,Mari kita dukung dan sukses program MBG,mari dukung sukses program mbg,mari dukung sukses program mbak,"['mari', 'dukung', 'sukses', 'program', 'mbak']","['mari', 'dukung', 'sukses', 'program', 'mbak']",mari dukung sukses program mbak
Widih andai MBG spt ini sih bakal makmur rakyat Indonesia,Widih andai MBG spt ini sih bakal makmur rakyat Indonesia,widih andai mbg spt sih makmur rakyat indonesia,widih andai mbak seperti sih makmur rakyat indonesia,"['widih', 'andai', 'mbak', 'seperti', 'sih', 'makmur', 'rakyat', 'indonesia']","['widih', 'andai', 'mbak', 'sih', 'makmur', 'rakyat', 'indonesia']",widih andai mbak sih makmur rakyat indonesia
"Program MBG manfaatnya untuk anak anak Papua sangat luar biasa

#MakanBergiziGratis #MakanBergiziGratisBantuUMKM #MBGPapua",Program MBG manfaatnya untuk anak anak Papua sangat luar biasa MakanBergiziGratis MakanBergiziGratisBantuUMKM MBGPapua,program mbg manfaat anak anak papua makanbergizigratis makanbergizigratisbantuumkm mbgpapua,program mbak manfaat anak anak papua makanbergizigratis makanbergizigratisbantuumkm mbgpapua,"['program', 'mbak', 'manfaat', 'anak', 'anak', 'papua', 'makanbergizigratis', 'makanbergizigratisbantuumkm', 'mbgpapua']","['program', 'mbak', 'manfaat', 'anak', 'anak', 'papua', 'makanbergizigratis', 'makanbergizigratisbantuumkm', 'mbgpapua']",program mbak manfaat anak anak papua makanbergizigratis makanbergizigratisbantuumkm mbgpapua
Program MBG berefek terhadap pertumbuhan ekonomi,Program MBG berefek terhadap pertumbuhan ekonomi,program mbg efek tumbuh ekonomi,program mbak efek tumbuh ekonomi,"['program', 'mbak', 'efek', 'tumbuh', 'ekonomi']","['program', 'mbak', 'efek', 'tumbuh', 'ekonomi']",program mbak efek tumbuh ekonomi
@YouTube All of MBG content is original it’s him. Someone needs to review this because he’s done nothing wrong.,All of MBG content is original its him Someone needs to review this because hes done nothing wrong,all of mbg content is original its him someone needs to review this because hes done nothing wrong,all of mbak content is original its him someone needs tapi review this because hes done nothing wrong,"['all', 'of', 'mbak', 'content', 'is', 'original', 'its', 'him', 'someone', 'needs', 'tapi', 'review', 'this', 'because', 'hes', 'done', 'nothing', 'wrong']","['all', 'of', 'mbak', 'content', 'is', 'original', 'its', 'him', 'someone', 'needs', 'review', 'this', 'because', 'hes', 'done', 'nothing', 'wrong']",all of mbak content is original its him someone needs review this because hes done nothing wrong
"Program MBG memberikan asupan gizi setiap hari untuk masa depan yang lebih sehat

#MakanBergiziGratis #MakanBergiziGratisBantuUMKM #MBGPapua",Program MBG memberikan asupan gizi setiap hari untuk masa depan yang lebih sehat MakanBergiziGratis MakanBergiziGratisBantuUMKM MBGPapua,program mbg asupan gizi sehat makanbergizigratis makanbergizigratisbantuumkm mbgpapua,program mbak asupan gizi sehat makanbergizigratis makanbergizigratisbantuumkm mbgpapua,"['program', 'mbak', 'asupan', 'gizi', 'sehat', 'makanbergizigratis', 'makanbergizigratisbantuumkm', 'mbgpapua']","['program', 'mbak', 'asupan', 'gizi', 'sehat', 'makanbergizigratis', 'makanbergizigratisbantuumkm', 'mbgpapua']",program mbak asupan gizi sehat makanbergizigratis makanbergizigratisbantuumkm mbgpapua
"Bukan murid sekolah, tapi sales MBG. Kok malah bikin konten di sekolah segala?",Bukan murid sekolah tapi sales MBG Kok malah bikin konten di sekolah segala,murid sekolah sales mbg bikin konten sekolah,murid sekolah sales mbak bikin konten sekolah,"['murid', 'sekolah', 'sales', 'mbak', 'bikin', 'konten', 'sekolah']","['murid', 'sekolah', 'sales', 'mbak', 'bikin', 'konten', 'sekolah']",murid sekolah sales mbak bikin konten sekolah
"Senin, 08 September 2025. Kegiatan Bhabinkamtibmas desa Sukoharjo Aiptu Ratno Hartono sambang monitoring pendistribusian MBG di wilayah sukoharjo ngaglik.",Senin 08 September 2025 Kegiatan Bhabinkamtibmas desa Sukoharjo Aiptu Ratno Hartono sambang monitoring pendistribusian MBG di wilayah sukoharjo ngaglik,senin 08 september 2025 giat bhabinkamtibmas desa sukoharjo aiptu ratno hartono sambang monitoring distribusi mbg wilayah sukoharjo ngaglik,senin 08 september 2025 giat bhabinkamtibmas desa sukoharjo aiptu ratno hartono sambang monitoring distribusi mbak wilayah sukoharjo ngaglik,"['senin', '08', 'september', '2025', 'giat', 'bhabinkamtibmas', 'desa', 'sukoharjo', 'aiptu', 'ratno', 'hartono', 'sambang', 'monitoring', 'distribusi', 'mbak', 'wilayah', 'sukoharjo', 'ngaglik']","['senin', '08', 'september', '2025', 'giat', 'bhabinkamtibmas', 'desa', 'sukoharjo', 'aiptu', 'ratno', 'hartono', 'sambang', 'monitoring', 'distribusi', 'mbak', 'wilayah', 'sukoharjo', 'ngaglik']",senin 08 september 2025 giat bhabinkamtibmas desa sukoharjo aiptu ratno hartono sambang monitoring distribusi mbak wilayah sukoharjo ngaglik
"Program MBG menjadi langkah strategis untuk pemenuhan gizi dan mencegah stunting, menyongsong generasi unggul.
#MakanBergiziGratis
#ManfaatMBG
#CegahStunting
#DukungMBG
#IndonesiaEmas2045",Program MBG menjadi langkah strategis untuk pemenuhan gizi dan mencegah stunting menyongsong generasi unggul MakanBergiziGratis ManfaatMBG CegahStunting DukungMBG IndonesiaEmas2045,program mbg langkah strategis penuh gizi cegah stunting songsong generasi unggul makanbergizigratis manfaatmbg cegahstunting dukungmbg indonesiaemas2045,program mbak langkah strategis penuh gizi cegah stunting songsong generasi unggul makanbergizigratis manfaatmbg cegahstunting dukungmbg indonesiaemas2045,"['program', 'mbak', 'langkah', 'strategis', 'penuh', 'gizi', 'cegah', 'stunting', 'songsong', 'generasi', 'unggul', 'makanbergizigratis', 'manfaatmbg', 'cegahstunting', 'dukungmbg', 'indonesiaemas2045']","['program', 'mbak', 'langkah', 'strategis', 'penuh', 'gizi', 'cegah', 'stunting', 'songsong', 'generasi', 'unggul', 'makanbergizigratis', 'manfaatmbg', 'cegahstunting', 'dukungmbg', 'indonesiaemas2045']",program mbak langkah strategis penuh gizi cegah stunting songsong generasi unggul makanbergizigratis manfaatmbg cegahstunting dukungmbg indonesiaemas2045
